Species,Stranding_Day,Turtle_Number,Location,Stranding_ID_number,Tail_Length,Sex,Condition,Condition_Description,Flipper_Tag,PIT_Tag,Living_Tag,SCL_Tip,SCL_Notch,SCW,Anterior_depth,Plastron_length,Head_length,Head_width,Front_Flipper_Chord_Length,Front_Flipper_Claw_Length,Rear_Flipper_Chord_Length,Dorsal_Tail_Length,Tail_Vent_to_Tip_Length,Curved_Carapce_length_TIP,CCL_notch,Curved_carapace_Width,Barnacles,Weight,Date_Necropsied,Examiner_Affiliation,Necropsy_Description,Eyeses_Sunoken,Skeletal_Features_Prominoenot,Heavy_Epibiota,Leeches,Goosenoeck_Barnoacles,Head_Appendages_Epibiota,Carapace_Epibiota,Plastron_Epibiota,Muscle_Status,Fat_Status,Joint_Fluid,Coelomic_Fluid_Volume,Blood_Ino_Heart_Chambers,Heart_Weight,Liver_Weight,Spleen_Weight,Kidney_Weight,GOvarynads,Testes_Characterization,Testes_Length,Testes_Width,Epididymis_Characterization,Ovaries_Characterization,Ovary_Length,Oviduct_Characterization,Trachea_Foam_Froth,Trachea_Foam_Froth_Anoterior,Trachea_Foam_Froth_Posterior,Trachea_Foam_Froth_Amount,Trachea_Sanod_Sedimenot,Trachea_Bronchi_Findings,Brain_Weight
Chelonia mydas,5,70,"St. Joseph Bay, Florida",Cm 070,n/a,Female,2,Moderately Decomposed,y,48035F3366,no,61,59.8,52.4,19.4,51,14.6,8.9,30.5,15.7,21.5,5.7,3.4,63.9,62.6,59.1,no,26.2,10-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,10,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,80,yes,82.5,561,44,143.6,Ovary,,,,,all follicles <4 mm diameter,8,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,5.2
Chelonia mydas,6,71,"St. Joseph Bay, Florida",Cm 071,1.8,Male,,,no,no,no,57.9,57.5,46.8,17.7,49.2,13.9,8.3,27.2,12.8,19.2,7.1,4.2,60.8,60.6,53.9,no,22.8,10-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,1,3,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,100,yes,96.3,492,27.5,98.5,Testes,flat,10.3,1.5,Not expanded from wall,,,,no,,,,no,,1.8
Chelonia mydas,6,72,"St. Joseph Bay, Florida",Cm 072,1.2,Female,2,Moderately Decomposed,RFF: RRno007,44521C2869,no,61.2,60.5,48.7,19.7,50.7,14.1,9.3,30.8,13.9,19.9,6.2,3.4,64.3,63.4,34.2,no,27.6,10-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,3,1,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,150,yes,52,543.5,64.1,149,Ovary,,,,,all follicles <4 mm diameter,10,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,3
Chelonia mydas,6 (16?),73,"St. Joseph Bay, Florida",Cm 073,1.3,Male,2,Moderately Decomposed,no,no,no,52.4,51.9,43.8,15.9,42.4,13.7,8.4,26.9,12.7,17.1,4.8,3.2,54.2,53.5,48.9,no,17,10-Feb-10,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,<1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged/viscous,copious,yes,50.1,310,41,81,Testes,ellipsoidal,8.3,1.6,Not expanded from wall,,,,yes,yes,yes,moderate,no,No Significant Findings,3
Chelonia mydas,5,75,"St. Joseph Bay, Florida",Cm 075,1.1,Male,1,Fresh Dead,no,no,no,29.3,29.1,22.1,9.1,24.2,7.8,5.2,17.1,8.5,9.9,4.1,2.6,30.5,30.2,24.6,no,2.6,18-Feb-10,North Carolina State University College of Veterinary Medicine,,mild,mild,yes,no,no,0,40,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,20,yes,8.4,56.1,1.6,10.7,Testes,flat,4.3,0.6,Not expanded from wall,,,,no,,,,no,No Significant Findings,1.8
Chelonia mydas,5?,76,"St. Joseph Bay, Florida",Cm 076,1,Female,2,Moderately Decomposed,,,,37.7,36.9,30.4,12.1,31.2,10.1,6.2,21.2,10.2,13.1,4.5,2.4,39.2,38.7,32.6,no,6.2,18-Feb-10,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,<1,0,Mild/Moderate Atrophy,Severe atrophy,Blood-tinged,,yes,19.2,138.7,16.3,39.8,Ovary,,,,,all follicles <4 mm diameter,5.2,<3 mm diameter,yes,,yes,moderate,no,No Significant Findings,1.6
Chelonia mydas,,80 (69?),"St. Joseph Bay, Florida",Cm 080,0.1,Female,2,Moderately Decomposed,no,no,no,18.2,17.8,14.9,5.9,14.9,5.8,3.9,10.7,5.4,6.6,2.1,1.2,19.1,18.8,15.9,no,0.8,19-Feb-10,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,10,0,Well-muscled/no atrophy,Severe atrophy,,copious,yes,3.5,13.7,0.7,4.8,Ovary,,,,,all follicles <4 mm diameter,2.5,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,1.1
Chelonia mydas,,81,"St. Joseph Bay, Florida",Cm 081,0,Male,2,Moderately Decomposed,no,no,no,30.1,29.4,25.1,10.2,25,8.8,5.5,18.3,8.8,10.5,2.8,1.8,31.4,30.6,27.8,no,3.6,19-Feb-10,NMFS SEFSC SEFSC,External and Internal,yes,no,no,no,no,0,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged/viscous,copious,yes,11.1,71.9,3.8,15.1,Testes,flat,4.5,0.6,Not expanded from wall,,,,yes,yes,yes,anterior: small. Posterior: moderate,no,No Significant Findings,1.7
Chelonia mydas,,82,"St. Joseph Bay, Florida",Cm 082,0,Female,3,Severely Decomposed,no,no,no,22.5,22.2,19.2,7.4,18.4,7.3,4.3,13.5,6.9,8.3,2.2,1.9,22.9,22.2,21.3,no,1.2,19-Feb-10,NMFS SEFSC SEFSC,External and Internal,yes,yes,no,no,no,0,2,0,Mild/Moderate Atrophy,Severe atrophy,Blood-tinged/viscous,5,yes,3.1,19.5,0.5,,Ovary,,,,,all follicles <4 mm diameter,3.6,<3 mm diameter,no,,,,no,No Significant Findings,0.7
Chelonia mydas,,83,"St. Joseph Bay, Florida",Cm 083,0,Male,2,Moderately Decomposed,no,no,no,29.7,28.9,23.7,8.4,23.9,8.3,5.4,16.8,8.2,9.9,3.1,2.4,30.7,29.8,28.2,no,2.8,.,,,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,30,yes,9.6,68.3,5.4,14,Testes,flat,3.5,0.6,Not expanded from wall,,,,yes,no,yes,small,no,,1.3
Chelonia mydas,,84 (107?),"St. Joseph Bay, Florida",Cm 084,0.2,Female,2,Moderately Decomposed,no,no,no,42.3,42,31.8,13.7,34.9,10.2,6.6,22,11.2,14.6,4.6,3.3,44.7,44.2,35.8,no,8,23-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",30,yes,31.6,176.2,15.4,42,Ovary,,,,,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,yes,small,no,,3.5
Chelonia mydas,7,85,"St. Joseph Bay, Florida",Cm 085,0.2,Female,2,Moderately Decomposed,no,no,no,33.5,33,26.6,10.8,27.1,9.4,5.9,18.9,9.9,11.4,3.5,2.6,35,34.3,29.5,no,4,23-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,30,yes,15.8,92.2,4.5,19.5,Ovary,,,,,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,no,small,no,No Significant Findings,2.7
Chelonia mydas,,86,"St. Joseph Bay, Florida",Cm 086,0.1,Female,2,Moderately Decomposed,no,no,no,38,37.6,30.6,12.5,30.5,9.8,6.3,21.2,10.7,13.6,4.1,2.9,40.3,39.4,33.4,no,6.2,23-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,30,yes,2.3,103.8,6.8,29.4,Ovary,,,,,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,1.9
Chelonia mydas,5,87 (118?),"St. Joseph Bay, Florida",Cm 087,0.7,Female,4,Dried Carcass,no,no,no,30.3,29.9,24.3,10.3,26.2,8.8,5.4,16.7,8.9,10.9,4.4,2.8,32,31.4,27.7,no,2.2,23-Feb-10,NMFS SEFSC SEFSC,External and Internal,yes,yes,no,yes,,0,0,0,,,Blood-tinged,Could not Be Determined: Scavenged,,,,,10.3,Ovary,,,,,all follicles <4 mm diameter,4.2,<3 mm diameter,,,,,,,1.7
Chelonia mydas,3?,88 (14?),"St. Joseph Bay, Florida",Cm 088,0,Female,,,no,no,no,22.8,22.7,19.3,7.7,18.7,7.4,4.4,13.7,7.1,8.1,2.4,1.8,23.8,23.3,21.3,yes,1.4,23-Feb-10,North Carolina State University College of Veterinary Medicine,,no,yes,no,no,no,10,20,2,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,4,yes,4.8,27.9,1.5,5.4,Ovary,,,,,all follicles <4 mm diameter,2.7,<3 mm diameter,yes,no,yes,small,no,,1.2
Chelonia mydas,4?,89,"St. Joseph Bay, Florida",Cm 089,0,Female,2,Moderately Decomposed,no,no,no,32.2,32,26.1,10.7,27.3,9,5.8,19.2,9.6,11.1,3.2,2.4,34.1,33.8,30,yes,3.8,23-Feb-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,20,yes,25.4,87.6,7.3,18.7,Ovary,,,,,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,1.9
Chelonia mydas,4,90 (5_1?),"St. Joseph Bay, Florida",Cm 090,0.2,Female,1,Fresh Dead,no,no,no,36,35.7,27.8,12.1,29.4,9.3,5.9,17.5,8.9,10.9,4,3,38,37.5,30.2,no,5.2,24-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,yes,no,no,no,no,0,<1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,15,yes,15.3,110.5,6.4,20.9,Ovary,,,,,all follicles <4 mm diameter,6.2,<3 mm diameter,no,no,no,,no,No Significant Findings,1.5
Chelonia mydas,11,13,"St. Joseph Bay, Florida",NME201001(day11?)_013,1.5,Female,1,Fresh Dead,no,no,no,78.5,78.1,63.2,23.5,,17.6,,40.8,18.3,27.5,10.9,7.5,82.3,81.9,72.2,no,62.8,22-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,yes - eggs,no,0,2,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,2000,yes,196,1309,81.7,,Ovary,,,,,all follicles <4 mm diameter,15,,yes,yes,yes,small,no,Other,7.3
Chelonia mydas,1,249,"St. Joseph Bay, Florida",NME20100107_249,0,Female,,,no,no,no,33.7,33.2,27.7,9.9,27.3,9.6,5.9,18.2,9.8,11.8,4.5,2.9,34.9,34.4,31.1,yes (CCW),3.6,23-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,yes,yes,no,no,no,0,5,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,,20,,14.7,98.9,3.7,63.3,Ovary,,,,,all follicles <4 mm diameter,4.5,<3 mm diameter,no,,,,no,,2.2
Chelonia mydas,1,254,"St. Joseph Bay, Florida",NME20100107_254,0,Female,2,Moderately Decomposed,no,no,no,23.8,23.5,19.2,6.9,20.2,7.1,4.4,13.9,7.4,8.1,2.5,1.7,24.7,24.2,20.9,no,1.4,24-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,yes,yes (mildlyes),no,no,no,0,<1,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,Blood-tinged,4,yes,4.3,19.1,0.5,4.9,Ovary,,,,,all follicles <4 mm diameter,3,<3 mm diameter,no,,,,no,No Significant Findings,1.7
Chelonia mydas,2,68,"St. Joseph Bay, Florida",NME20100108_068,1.1,Male,2,Moderately Decomposed,no,no,no,41.2,40.5,33.5,13.4,33.7,11.2,6.7,23.9,11.2,14,5.4,2.8,43.1,42.4,36.7,no,8,10-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,yes,,,0,10,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged and viscous,,yes,35.1,154.8,14,30.8,Testes,flat,7,1,Not expanded from wall,,,,no,,,,no,Other,3.2
Chelonia mydas,2,69,"St. Joseph Bay, Florida",NME20100108_069,0.5,Female,2,Moderately Decomposed,no,no,no,39.7,38.9,34.6,12.3,33.3,10.1,6.4,21,9.9,14.1,3.7,2.9,41.6,40.9,39.1,no,7,10-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,,,,Well-muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, slimy",40,yes,33.3,154.8,10.5,38,Ovary,,,,,all follicles <4 mm diameter,6,<3 mm diameter,no,,,,no,No Significant Findings,2.6
Chelonia mydas,2,70,"St. Joseph Bay, Florida",NME20100108_070,0.2,Female,2,Moderately Decomposed,no,no,no,21,20.7,16.9,6.2,17,6.5,4.2,13.5,6.7,8,2.9,1.8,21.2,21,18.7,no,0.6,10-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes (mild to moderate),no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,4,yes,2.8,19.2,0.8,2.8,Ovary,,,,,all follicles <4 mm diameter,2,<3 mm diameter,no,,,,no,No Significant Findings,0.7
Chelonia mydas,3,9,"St. Joseph Bay, Florida",NME20100109_009,0.7,Female,1,Fresh Dead,no,no,no,60.8,56.2,48,18.7,,13.5,,32.6,14.8,21.1,6.9,4.1,63.5,58.5,53.8,no,26.9,21-Jan-10,South Carolina Aquarium,External and Internal,no,no,no,,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,Adequate,yes,69,484,20,129,Ovary,,,,,all follicles <4 mm diameter,13x2,<3 mm diameter,no,,,,no,No Significant Findings,4
Chelonia mydas,3,11,"St. Joseph Bay, Florida",NME20100109_011,NA,Female,2,Moderately Decomposed,no,no,no,42.9,42,35.6,13.7,36,11.2,6.9,22.4,11,13.9,4.9,3.2,45.2,44.4,39.3,no,9,24-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged and viscous,30,,22.4,195,9.3,39.4,Ovary,,,,,all follicles <4 mm diameter,6.5,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,3.8
Chelonia mydas,3,13,"St. Joseph Bay, Florida",NME20100109_013,,Female,1,Fresh Dead,no,no,no,39.3,no notch,31.5,12.9,,10.2,,20.9,9.9,13.5,4.2,2.7,40.8,no notch,34.7,no,7,22-Jan-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,,yes,28.2,187.7,13.6,,Ovary,,,,,all follicles <4 mm diameter,6.5,<3 mm diameter,no,,,,no,No Significant Findings,2.8
Chelonia mydas,3,14,"St. Joseph Bay, Florida",NME20100109_014,0,Male,1,Fresh Dead,no,no,no,29.8,29,24.2,9.6,,8,,15.4,8.9,9.9,2.8,1.4,31.4,30.8,27.4,yes (CCW),3,25-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,60,yes,14.3,73.8,2.4,,Testes,flat,3.6,0.4,Not expanded from wall,,,,yes,yes,yes,,no,No Significant Findings,2.1
Chelonia mydas,3,014_2,"St. Joseph Bay, Florida",NME20100109_014_2,,Female,1,Fresh Dead,no,no,no,28.4,27.8,23.8,10.4,,8.2,,16,8.4,9.5,3.5,2,29.6,28.8,26.3,no,3,22-Jan-10,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,<1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,copious,yes,9.6,,2.8,,Ovary,,,,,all follicles <4 mm diameter,5.1,<3 mm diameter,yes,yes,no,small,no,No Significant Findings,1
Chelonia mydas,3,16,"St. Joseph Bay, Florida",NME20100109_016,,Female,1,Fresh Dead,no,no,no,29.9,28.8,23.7,9.8,,8.9,,17.9,8.6,10.9,3.3,1.7,30.4,30,26.1,no,1,.,,,no,no,no,no,no,0,3,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,12,yes,7.3,69.7,2.4,,Ovary,,,,,all follicles <4 mm diameter,4.5x0.5,<3 mm diameter,no,,,small,no,No Significant Findings,1.9
Chelonia mydas,3,18,"St. Joseph Bay, Florida",NME20100109_018,,Female,1,Fresh Dead,no,no,no,39.1,38.4,31.9,13,,10.5,,21.2,11.2,14.2,5.9,3.6,41.5,40.3,37,no,7,22-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,1,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,100,,23.6,128.2,10.6,,Ovary,,,,,all follicles <4 mm diameter,7.0 x 0.9,not visible,yes,yes,yes,small,,,1.5
Chelonia mydas,3,22,"St. Joseph Bay, Florida",NME20100109_022,,Male,1,Fresh Dead,no,no,no,51.9,51.5,41.5,19.3,,12,,27.8,13.4,20.4,7.1,4.2,56,55.4,47.7,no,18.2,22-Jan-10,South Carolina Aquarium,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,2000,yes,,479.8,21.4,67,Testes,flat,7.8,1.6,Not expanded from wall,,,,,,,,no,,4
Chelonia mydas,3,26,"St. Joseph Bay, Florida",NME20100109_026,0,Male,1,Fresh Dead,no,no,no,25.1,24.8,21.1,7.9,,7.1,,14.7,7.1,8.6,3.2,2.2,25.4,25.1,23.2,no,1.6,23-Jan-10,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,1 to 2,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,,yes,7.2,37,3,,Testes,flat,2.7,0.6,Not expanded from wall,,,,yes,yes,yes,"small anterior, moderate posterior",no,No Significant Findings,0.4
Chelonia mydas,3,27,"St. Joseph Bay, Florida",NME20100109_027,0,Male,1,Fresh Dead,no,no,no,34.1,33.5,28.2,10.5,,8.7,,19.2,9.1,(Right)11.4,3,2.7,35.6,34.7,30.8,no,4.2,25-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,Blood-tinged and viscous,20,yes,13.1,77.7,3.3,20.6,Testes,flat,5,0.7,Not expanded from wall,,,,no,,,,no,No Significant Findings,2.2
Chelonia mydas,3,28,"St. Joseph Bay, Florida",NME20100109_028,0.3,Male,2,Moderately Decomposed,no,no,no,40.5,39.9,31.7,14.2,,9.8,,20.6,9.6,12.6,4,1.5,43,42.7,35.8,no,7.2,25-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,,,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged and viscous,,yes,28.3,178.4,8.7,36.8,Testes,flat,6,0.6,Not expanded from wall,,,,yes,yes,yes,small,no,No Significant Findings,2.8
Chelonia mydas,3,29,"St. Joseph Bay, Florida",NME20100109_029,0,Female,1,Fresh Dead,no,no,no,24.6,24.1,14.9,7.8,,7.2,,13.8,7.1,8.4,2.5,1.8,25.5,25,22.4,no,1.6,25-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,yes (minoimallyes),,no,no,no,0,3,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,12,yes,5.3,31.2,1.8,,Ovary,,,,,all follicles <4 mm diameter,3.6 x 0.4,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,1.7
Chelonia mydas,3,30,"St. Joseph Bay, Florida",NME20100109_030,,Male,1,Fresh Dead,no,no,no,30.4,30.3,25,9.7,,8.4,,17,8.5,10.4,3.8,2.4,32,31.8,27.1,no,3.4,23-Jan-10,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged and viscous,,yes,21.8,86.3,2.8,,Testes,flat,5,0.5,,,,,yes,no,yes,small,no,,2.5
Chelonia mydas,3,31,"St. Joseph Bay, Florida",NME20100109_031,2,Male,,,no,no,no,57.4,57,43.2,19,,13,,28.1,13.7,19,7.2,4.9,59.5,58.8,48.9,no,21.6,22-Jan-10,,External and Internal,no,no,no,no,no,<1,<1,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,15,yes,,96,29,,Testes,flat,10,1.2,Not expanded from wall,,,,no,,,,no,,5
Chelonia mydas,3,32,"St. Joseph Bay, Florida",NME20100109_032,,Female,,,no,no,no,32.1,31.8,24.2,10.7,,8.8,,17.5,8.4,10.3,3.4,2.2,33.5,33.3,27.1,no,3.8,23-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,yes,no,no,no,no,0,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,20,yes,13.6,67.6,3,13.1,Ovary,,,,,all follicles <4 mm diameter,4,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,1.1
Chelonia mydas,3,33,"St. Joseph Bay, Florida",NME20100109_033,0.4,Female,1,Fresh Dead,no,no,no,25.8,24.9,21.8,8.5,,7.4,,15.1,7.5,9.1,2.7,1.8,26.9,25.8,24.1,no,2.2,23-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,1,1,1,Well-muscled/no atrophy,Mild/Moderate Atrophy,,14,yes,13.1,46.5,1.6,,Ovary,,,,,all follicles <4 mm diameter,4 x 0.3,<3 mm diameter,no,,,,no,No Significant Findings,1.2
Chelonia mydas,3,34,"St. Joseph Bay, Florida",NME20100109_034,3.3,Female,2,Moderately Decomposed,no,no,no,72.2,71.8,55.3,27.9,,16.6,,39.9,17.9,27.2,10.3,6,81,80.5,71.2,no,53.2,22-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,,,5,50,5,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,,yes,219,1225,131,230,Ovary,,,,,all follicles <4 mm diameter,11.4x4.5,<3 mm diameter,,,,,no,No Significant Findings,2.9
Chelonia mydas,3,35,"St. Joseph Bay, Florida",NME20100109_035,0.1,Male,,,no,no,no,40.5,39.5,32.3,14.2,33,10.3,6.2,21.9,9.7,13.7,4.1,3.2,41.9,41.2,36.2,no,7.1,19-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,20,yes,27.4,128.9,8,27.7,Testes,flat,6.6,1.2,Not expanded from wall,,,,yes,yes,yes,moderate,no,,2.2
Chelonia mydas,3,38,"St. Joseph Bay, Florida",NME20100109_038,,Female,1,Fresh Dead,no,no,no,29.5,29.3,23.7,10,,8.3,,16.5,8,9.9,3.5,2.3,30.6,30.3,24.9,no,3,22-Jan-10,,External and Internal,no,no,no,no,no,0,12,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,<1000,yes,20.6,64.9,2.1,,Ovary,,,,,all follicles <4 mm diameter,5,<3 mm diameter,no,,,,no,No Significant Findings,1.7
Chelonia mydas,3,39,"St. Joseph Bay, Florida",NME20100109_039,,Female,1,Fresh Dead,no,no,no,35.1,34.2,28.5,11.9,,9.2,,18.8,9.4,11.6,4.6,2.7,37,36.4,32.6,no,5.6,22-Jan-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,,,,0,1,0,Well-muscled/no atrophy,,No Significant Findings,40,yes,22.1,152.4,10.5,,Ovary,,,,,all follicles <4 mm diameter,6.1 x 1.0,<3 mm diameter,yes,yes,,small,no,No Significant Findings,2
Chelonia mydas,3,41,"St. Joseph Bay, Florida",NME20100109_041,,Female,1,Fresh Dead,no,no,no,24.5,24.4,19.5,8.2,,7.8,,14.6,8.7,8.7,2.3,1.9,25.4,24.9,21.5,no,1.8,22-Jan-10,South Carolina Aquarium,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,"Mild/Moderate Atrophy (black fat, not serious atrophy, small animal - too young to put on fat stores",No Significant Findings,3,yes,6.3,24,0.9,9.3,Ovary,,,,,all follicles <4 mm diameter,3.5,<3 mm diameter,no,,,,no,No Significant Findings,2.3
Chelonia mydas,3,42,"St. Joseph Bay, Florida",NME20100109_042,0,Female,,,no,no,no,29.7,29.3,24.4,9.5,,8.1,,17.4,8.4,10.4,3.8,2,31.2,30.4,26.6,no,3.2,22-Jan-10,,External and Internal,no,no,no,no,no,0,2,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,250,yes,12,70,3,,Ovary,,,,,all follicles <4 mm diameter,5.5,<3 mm diameter,no,,,,no,No Significant Findings,1.6
Chelonia mydas,3,43,"St. Joseph Bay, Florida",NME20100109_043,NA,Female,2,Moderately Decomposed,no,no,no,37.5,37.1,30.8,12.8,30.8,10.4,6.3,20.9,10.1,12.8,4.3,2.6,40.2,39.5,33.7,no,6.4,24-Feb-10,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,3,0,Well-muscled - muscle somewhat autolyzed,Severe atrophy,Blood-tinged,copious,yes,23.1,122.8,10.9,36.5 (right),Ovary,,,,,all follicles <4 mm diameter,6.2,<3 mm diameter,yes,yes,yes,small,no,,2.9
Chelonia mydas,3,44,"St. Joseph Bay, Florida",NME20100109_044,0.1,Female,2,Moderately Decomposed,no,no,no,29.9,29.4,25,9.7,24.7,8.4,5.2,16.1,8.4,10,3.6,2.6,31.8,30.9,27.4,no,3.4,24-Feb-10,NMFS SEFSC SEFSC,External and Internal,yes (mild),no,no,no,no,0,<1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",copious,yes,9.6,68.3,6.7,16.5 (right,Ovary,,,,,all follicles <4 mm diameter,5.4,<3 mm diameter,yes,yes,yes,,no,No Significant Findings,1.5
Chelonia mydas,3,46,"St. Joseph Bay, Florida",NME20100109_046,0.4,Female,2,Moderately Decomposed,no,no,no,36.1,35.9,27.7,12.1,30.3,9.9,6.3,19.4,10.7,11.3,4.3,3.1,38,37.7,31.2,yes (lenogth mmts),5.8,24-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",20,yes,16,129.2,13.2,26.3 (left),Ovary,,,,,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,yes,yes,moderate,,Other,2.2
Chelonia mydas,3,48,"St. Joseph Bay, Florida",NME20100109_048,NA,Female,2,Moderately Decomposed,no,no,no,31.8,31.2,26.8,9.5,27,8.9,5.4,17.1,9.2,11,3.7,3,33.1,32.5,29.7,yes (CCW),3,24-Feb-10,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,2,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,15,yes,13.6,80.2,3.3,19.5,Ovary,,,,,all follicles <4 mm diameter,6.5,<3 mm diameter,yes,yes,yes,,yes,No Significant Findings,2.7
